Type of Product,Date of Purchase,Time of Purchase,Cost of Purchase,Qty of Purchase,With Promotion,Customer ID,Seller Brand,Seller ID,Rating,Time Taken for Transaction (s)
Fashion,21/07/2020,2023-03-18 19:51:37.250279,407.94,8,0,98216,Puma,870,1,4.16
Fashion,07/09/2020,2023-03-18 20:07:06.250281,373.0,9,0,43201,Mango Outlet,750,2,19.59
Fashion,01/12/2020,2023-03-18 17:58:45.250282,73.45,4,0,11976,AS Colour,156,3,110.58
Fashion,10/11/2021,2023-03-18 18:00:34.250284,230.62,6,0,43389,Stradivarius,893,5,30.08
Fashion,22/01/2020,2023-03-18 18:46:08.250285,391.9,3,0,32694,Pull & Bear,952,5,55.81
Fashion,27/02/2021,2023-03-18 18:26:19.250287,412.38,5,1,89312,Supre,458,1,58.0
Fashion,18/04/2021,2023-03-18 19:53:51.250288,615.67,3,0,65259,AS Colour,974,5,78.61
Fashion,14/08/2021,2023-03-18 20:23:02.250290,555.87,9,0,28579,PrettyLittleThing,190,5,23.34
Fashion,06/06/2020,2023-03-18 20:21:05.250292,774.52,9,1,27334,Zalando,806,2,43.36
Fashion,29/01/2022,2023-03-18 17:45:11.250293,627.03,9,0,50434,River Island,943,1,56.0
Fashion,31/05/2020,2023-03-18 19:53:39.250295,419.51,8,0,80069,Mango Outlet,555,5,34.04
Fashion,03/01/2020,2023-03-18 20:24:00.250296,838.52,9,1,81987,Missguided,487,5,10.86
Fashion,03/02/2020,2023-03-18 17:45:15.250298,680.32,9,1,30350,Supre,484,4,66.53
Fashion,16/06/2020,2023-03-18 17:54:29.250299,753.11,4,1,93888,Zalando,343,1,59.82
Fashion,08/01/2021,2023-03-18 18:25:46.250301,379.28,5,1,29588,Supre,826,2,60.1
Fashion,05/12/2021,2023-03-18 17:48:11.250303,256.26,5,0,96715,Sportsgirl,279,3,111.75
Fashion,13/11/2021,2023-03-18 18:06:08.250304,170.1,9,0,61326,H&M,698,2,37.4
Fashion,05/01/2021,2023-03-18 17:48:41.250306,716.06,2,1,28860,Reserved,194,1,96.07
Fashion,06/02/2021,2023-03-18 19:02:08.250307,224.87,3,1,25304,Oysho,165,5,30.46
Fashion,25/06/2020,2023-03-18 19:06:09.250309,515.47,8,0,61427,Ally Fashion,314,2,7.19
Fashion,06/05/2021,2023-03-18 18:47:10.250311,848.1,10,1,70878,Stradivarius,168,5,10.33
Fashion,10/06/2021,2023-03-18 18:47:28.250312,838.12,9,0,12953,Ally Fashion,435,4,42.64
Fashion,15/08/2020,2023-03-18 18:33:52.250314,98.68,8,0,41202,Stradivarius,726,3,20.87
Fashion,02/09/2021,2023-03-18 20:09:35.250315,2.64,10,1,89258,Oysho,568,2,73.66
Fashion,16/09/2021,2023-03-18 19:17:42.250317,570.51,5,1,10812,Boohoo,356,4,104.14
Fashion,25/05/2020,2023-03-18 20:11:59.250318,918.13,2,1,46546,Lefties,229,5,8.98
Fashion,07/03/2021,2023-03-18 18:33:51.250320,718.48,8,0,52833,C&A,421,5,26.85
Fashion,15/08/2020,2023-03-18 19:20:26.250322,686.0,5,0,15552,Reserved,150,3,113.7
Fashion,28/02/2022,2023-03-18 17:41:53.250323,531.68,9,0,97485,Lefties,727,5,89.14
Fashion,27/01/2021,2023-03-18 18:18:46.250326,234.17,1,0,24717,PrettyLittleThing,537,4,8.6
Fashion,18/05/2021,2023-03-18 18:57:14.250327,74.88,9,0,64049,Oysho,530,3,27.68
Fashion,29/08/2020,2023-03-18 19:16:44.250329,673.97,8,0,46937,Mango Outlet,151,5,108.92
Fashion,08/02/2022,2023-03-18 20:18:11.250331,493.77,9,0,42207,Temt,400,5,0.13
Fashion,16/10/2020,2023-03-18 19:53:42.250332,876.45,4,1,90274,C&A,593,5,82.86
Fashion,25/08/2021,2023-03-18 17:52:38.250334,375.75,10,1,60079,Pull & Bear,395,1,96.05
Fashion,10/02/2020,2023-03-18 19:24:31.250335,652.98,10,1,29911,C&A,605,1,14.54
Fashion,04/07/2021,2023-03-18 18:43:22.250337,131.03,10,1,91739,Ally Fashion,295,5,25.81
Fashion,22/08/2021,2023-03-18 20:14:26.250338,320.87,8,0,52420,Sportsgirl,126,2,81.54
Fashion,12/02/2022,2023-03-18 19:17:46.250340,183.59,8,1,38424,Miss Selfridge,678,1,68.79
Fashion,15/05/2020,2023-03-18 18:59:22.250342,327.52,7,1,12081,AS Colour,479,2,2.06
Fashion,28/06/2020,2023-03-18 19:33:09.250343,657.29,2,1,63563,Zalando,994,1,95.6
Fashion,02/02/2021,2023-03-18 17:47:48.250345,340.93,4,1,34567,Primark,929,3,104.11
Fashion,30/11/2020,2023-03-18 18:24:20.250346,906.97,3,0,91022,Lefties,443,2,16.42
Fashion,09/07/2021,2023-03-18 18:50:15.250348,532.97,8,1,45280,Ally Fashion,578,1,42.9
Fashion,14/11/2020,2023-03-18 18:46:13.250350,780.92,5,0,72668,New Look,603,1,102.31
Fashion,25/02/2021,2023-03-18 18:17:28.250351,715.72,5,1,48538,Stradivarius,223,2,37.87
Fashion,10/09/2021,2023-03-18 18:59:12.250353,266.06,2,1,47676,Reserved,440,4,98.4
Fashion,22/06/2020,2023-03-18 17:46:41.250354,263.11,1,0,81382,Pull & Bear,117,5,117.29
Fashion,23/04/2020,2023-03-18 18:22:22.250356,21.46,6,1,54383,Mango Outlet,289,5,66.79
Fashion,02/02/2020,2023-03-18 18:14:34.250358,891.86,8,1,90261,Shein,162,2,55.56
Fashion,17/02/2022,2023-03-18 18:23:15.250359,311.53,6,1,48520,Supre,790,1,23.98
Fashion,06/11/2020,2023-03-18 20:11:19.250361,354.78,2,0,10923,PrettyLittleThing,307,2,87.62
Fashion,10/10/2021,2023-03-18 18:07:59.250362,549.19,3,1,11559,Reebok,297,2,24.41
Fashion,22/12/2021,2023-03-18 17:47:00.250364,362.68,2,1,47752,Oysho,705,1,65.62
Fashion,30/08/2020,2023-03-18 18:17:29.250365,786.15,4,1,70002,Oysho,503,4,58.53
Fashion,18/12/2020,2023-03-18 19:51:36.250367,314.83,10,1,81897,Lefties,549,5,87.9
Fashion,25/07/2020,2023-03-18 18:17:31.250368,486.54,4,0,41754,C&A,661,5,66.6
Fashion,10/09/2020,2023-03-18 19:30:36.250370,598.14,4,1,38852,River Island,494,3,55.94
Fashion,18/06/2021,2023-03-18 18:00:09.250372,235.79,1,0,41953,Ally Fashion,404,4,95.0
Fashion,04/02/2020,2023-03-18 18:57:23.250373,512.29,1,1,39646,Temt,971,2,76.72
Fashion,11/12/2020,2023-03-18 20:05:44.250375,683.77,5,1,19490,H&M,162,4,59.8
Fashion,15/09/2021,2023-03-18 19:21:59.250376,641.26,3,0,51031,C&A,615,2,28.62
Fashion,10/04/2021,2023-03-18 18:15:50.250378,146.45,5,1,83337,Oysho,157,5,86.16
Fashion,17/10/2020,2023-03-18 18:34:38.250379,996.71,4,0,99088,Zalando,853,5,78.51
Fashion,15/12/2021,2023-03-18 18:11:25.250381,874.07,2,0,70900,Temt,593,2,47.34
Fashion,14/02/2022,2023-03-18 19:10:56.250383,164.54,8,0,60724,Reserved,730,2,12.98
Fashion,17/03/2020,2023-03-18 19:21:17.250384,761.4,5,0,87896,C&A,560,4,92.04
Fashion,24/12/2021,2023-03-18 20:17:55.250386,640.78,2,0,51882,Miss Selfridge,935,3,44.34
Fashion,01/05/2021,2023-03-18 18:31:37.250388,673.93,7,0,34490,Reebok,698,4,59.07
Fashion,03/03/2021,2023-03-18 17:44:35.250389,212.54,1,0,40252,Supre,498,4,33.08
Fashion,08/07/2020,2023-03-18 19:54:13.250391,339.36,7,0,47814,The Iconic,998,2,31.1
Fashion,12/05/2020,2023-03-18 19:12:30.250392,970.57,3,1,26202,Pull & Bear,224,2,80.29
Fashion,25/03/2020,2023-03-18 18:54:03.250394,482.82,7,0,16270,New Look,224,1,81.65
Fashion,01/02/2022,2023-03-18 17:41:25.250395,242.0,1,0,41431,PrettyLittleThing,654,5,41.67
Fashion,05/05/2021,2023-03-18 18:36:46.250397,270.1,1,0,40256,The Iconic,806,5,39.44
Fashion,17/11/2021,2023-03-18 18:04:06.250399,641.5,7,1,82621,Sportsgirl,282,1,113.41
Fashion,28/11/2021,2023-03-18 20:08:27.250400,355.39,7,0,23304,Mango Outlet,108,4,115.59
Fashion,27/10/2020,2023-03-18 18:42:58.250402,942.38,3,1,71464,Shein,100,4,110.85
Fashion,18/06/2020,2023-03-18 20:02:23.250404,886.43,2,1,83127,PrettyLittleThing,429,3,40.3
Fashion,18/12/2021,2023-03-18 18:37:02.250405,415.02,3,1,39681,Zalando,170,4,30.72
Fashion,25/10/2021,2023-03-18 19:47:03.250407,458.24,9,0,86415,New Look,605,3,65.05
Fashion,02/12/2020,2023-03-18 20:22:22.250408,90.72,1,1,53264,H&M,423,5,57.38
Fashion,10/04/2020,2023-03-18 20:24:33.250410,684.83,9,0,81873,Reebok,414,2,67.47
Fashion,06/09/2021,2023-03-18 18:30:37.250412,847.97,5,1,78591,Fashion Nova,602,1,17.35
Fashion,02/12/2020,2023-03-18 18:24:49.250413,513.72,3,0,61996,Zalando,195,5,69.34
Fashion,04/02/2022,2023-03-18 19:02:01.250415,701.25,3,1,32648,New Look,813,3,7.57
Fashion,05/05/2021,2023-03-18 19:09:45.250416,257.57,3,0,27267,Primark,558,5,40.72
Fashion,02/07/2020,2023-03-18 19:17:37.250418,944.95,5,1,19515,The Iconic,274,2,64.62
Fashion,27/06/2021,2023-03-18 19:13:08.250419,163.98,9,0,23193,Temt,515,1,10.07
Fashion,12/04/2020,2023-03-18 19:11:18.250421,298.91,5,1,27116,The Iconic,281,5,52.96
Fashion,25/08/2021,2023-03-18 18:01:45.250422,97.47,6,0,36222,River Island,202,1,63.57
Fashion,12/03/2020,2023-03-18 18:52:45.250424,341.2,9,1,56452,Sportsgirl,203,4,19.12
Fashion,16/07/2020,2023-03-18 18:44:06.250426,369.89,9,0,87266,Missguided,318,1,99.76
Fashion,12/12/2021,2023-03-18 20:27:16.250427,399.52,5,1,20233,Sportsgirl,353,1,51.22
Fashion,11/02/2020,2023-03-18 18:51:18.250429,383.97,2,0,60563,Boohoo,456,4,103.21
Fashion,17/09/2021,2023-03-18 19:09:23.250430,205.04,2,1,28775,Supre,765,5,114.39
Fashion,05/06/2021,2023-03-18 19:04:30.250432,299.53,7,1,62537,River Island,304,2,78.65
Fashion,03/09/2020,2023-03-18 20:13:37.250433,462.63,9,1,64128,Puma,349,3,76.38
Fashion,13/02/2021,2023-03-18 20:16:54.250435,527.32,10,0,50369,River Island,759,3,52.34
Fashion,17/03/2021,2023-03-18 19:56:45.250436,721.74,6,0,15510,Miss Selfridge,717,5,54.62
Fashion,18/01/2021,2023-03-18 18:38:52.250438,986.07,6,0,11236,Ally Fashion,828,4,37.62
Fashion,27/03/2021,2023-03-18 18:41:45.250440,674.04,10,0,74416,Boohoo,493,4,15.17
Fashion,04/08/2020,2023-03-18 18:06:02.250441,764.66,3,1,35388,C&A,958,3,18.5
Fashion,11/07/2020,2023-03-18 19:11:31.250443,689.08,8,1,40447,Boohoo,827,2,112.11
Fashion,17/05/2020,2023-03-18 18:09:13.250444,947.46,4,1,76332,Nasty Gal,860,4,85.14
Fashion,27/03/2020,2023-03-18 18:14:04.250446,331.28,7,0,33935,Miss Selfridge,645,1,17.88
Fashion,16/06/2020,2023-03-18 19:30:23.250447,510.38,4,1,65666,AS Colour,927,3,65.77
Fashion,30/11/2021,2023-03-18 19:24:35.250449,422.92,8,0,81030,Bershka,199,1,61.92
Fashion,21/12/2021,2023-03-18 18:17:38.250451,809.29,2,0,59522,Puma,166,3,11.32
Fashion,28/06/2020,2023-03-18 18:04:29.250452,363.2,5,0,84304,Puma,827,3,65.76
Fashion,26/05/2021,2023-03-18 17:50:00.250454,237.8,3,1,50972,The Iconic,539,1,78.38
Fashion,05/07/2020,2023-03-18 18:23:52.250455,235.71,3,0,26753,Stradivarius,281,1,6.89
Fashion,23/11/2021,2023-03-18 18:35:45.250457,789.65,10,0,95045,Nasty Gal,334,1,59.96
Fashion,10/12/2020,2023-03-18 19:27:15.250459,936.01,4,1,25153,Temt,740,2,107.86
Fashion,28/10/2020,2023-03-18 19:47:48.250461,706.63,1,0,90768,Mango Outlet,538,2,84.2
Fashion,16/02/2020,2023-03-18 20:13:12.250463,323.12,3,0,90991,Reebok,755,5,65.51
Fashion,15/05/2020,2023-03-18 18:42:05.250464,703.41,7,0,99208,PrettyLittleThing,116,4,12.24
Fashion,24/12/2020,2023-03-18 17:45:13.250466,5.07,7,1,40270,Bershka,526,5,31.4
Fashion,19/09/2021,2023-03-18 17:56:37.250467,422.9,7,1,14068,Zalando,458,2,64.47
Fashion,01/06/2020,2023-03-18 18:48:40.250469,508.85,2,0,14178,Puma,428,4,106.88
Fashion,06/10/2021,2023-03-18 19:31:48.250470,112.12,7,1,14281,C&A,216,1,88.26
Fashion,31/03/2020,2023-03-18 18:11:24.250472,666.4,9,1,15036,Missguided,424,1,89.82
Fashion,10/05/2020,2023-03-18 19:40:36.250474,502.59,9,0,75753,Nasty Gal,126,3,119.33
Fashion,29/10/2020,2023-03-18 18:19:17.250475,134.2,4,1,81137,New Look,909,5,24.35
Fashion,05/12/2021,2023-03-18 19:44:35.250477,125.29,5,1,23730,Missguided,551,4,83.67
Fashion,30/11/2021,2023-03-18 19:28:11.250479,828.01,5,1,75935,Ally Fashion,413,1,71.46
Fashion,07/07/2021,2023-03-18 20:27:01.250481,884.91,7,0,75299,Oysho,860,3,83.62
Fashion,16/11/2021,2023-03-18 19:58:08.250483,53.41,1,1,45933,Boohoo,256,3,46.1
Fashion,13/11/2020,2023-03-18 20:06:49.250484,185.91,2,0,88760,C&A,450,2,29.42
Fashion,31/10/2020,2023-03-18 17:56:38.250486,626.9,5,0,91902,Ally Fashion,762,5,94.07
Fashion,14/10/2021,2023-03-18 19:47:53.250487,682.81,5,1,71814,Zalando,407,1,57.37
Fashion,23/11/2021,2023-03-18 18:55:40.250489,239.84,6,1,61607,C&A,856,4,87.2
Fashion,19/04/2020,2023-03-18 18:00:39.250491,49.6,5,1,58027,Lefties,907,4,108.04
Fashion,08/02/2020,2023-03-18 19:09:31.250492,631.82,5,1,71915,Shein,614,4,45.69
Fashion,04/01/2021,2023-03-18 18:53:59.250494,952.31,5,0,20289,Temt,318,5,3.63
Fashion,01/02/2021,2023-03-18 18:43:51.250495,853.77,7,1,54710,Nasty Gal,150,5,71.89
Fashion,22/09/2020,2023-03-18 19:44:22.250497,755.4,6,1,90344,Sportsgirl,918,2,4.31
Fashion,07/08/2020,2023-03-18 19:07:20.250499,67.24,2,1,68989,Reebok,749,2,103.66
Fashion,29/02/2020,2023-03-18 20:00:48.250500,995.53,7,1,55474,Reserved,740,2,116.48
Fashion,22/08/2020,2023-03-18 18:29:06.250502,679.62,4,0,80949,Ally Fashion,474,2,80.35
Fashion,01/03/2021,2023-03-18 18:10:13.250504,733.15,10,1,81038,Bershka,774,1,47.68
Fashion,09/06/2020,2023-03-18 19:49:41.250506,374.3,3,0,61505,Mango Outlet,660,4,38.77
Fashion,30/08/2020,2023-03-18 19:07:22.250507,398.66,3,0,28467,Stradivarius,955,3,15.25
Fashion,06/03/2021,2023-03-18 19:08:52.250509,647.16,5,0,18902,Miss Selfridge,811,4,105.24
Fashion,06/05/2020,2023-03-18 19:50:37.250510,137.12,7,1,20912,Sportsgirl,462,3,10.05
Fashion,23/09/2020,2023-03-18 19:04:22.250512,996.71,7,1,71111,Bershka,537,4,42.35
Fashion,28/01/2021,2023-03-18 20:13:55.250514,758.62,3,0,23819,Miss Selfridge,972,5,66.51
Fashion,16/02/2021,2023-03-18 19:07:00.250515,562.48,4,0,21773,AS Colour,140,2,37.8
Fashion,05/12/2021,2023-03-18 18:10:47.250517,882.22,3,0,90485,Missguided,561,2,20.42
Fashion,20/04/2021,2023-03-18 20:26:22.250518,134.01,1,0,74212,Reebok,609,1,7.75
Fashion,20/04/2021,2023-03-18 17:55:58.250520,464.64,9,1,35651,Lefties,647,1,47.09
Fashion,21/07/2021,2023-03-18 18:32:07.250522,135.1,9,1,17620,Temt,404,4,66.95
Fashion,12/07/2020,2023-03-18 17:51:13.250523,512.57,1,0,17486,PrettyLittleThing,884,1,70.77
Fashion,24/02/2020,2023-03-18 18:40:20.250525,409.59,7,1,57851,Mango Outlet,822,1,27.93
Fashion,04/05/2021,2023-03-18 19:20:42.250527,913.97,8,0,96464,AS Colour,150,3,103.7
Fashion,04/04/2021,2023-03-18 19:52:28.250528,875.0,1,0,41124,Primark,912,1,64.77
Fashion,08/09/2020,2023-03-18 19:18:48.250530,414.84,2,1,86699,Missguided,609,5,91.07
Fashion,13/03/2020,2023-03-18 18:48:55.250531,3.28,8,0,26967,Missguided,954,3,91.18
Fashion,08/12/2021,2023-03-18 17:46:41.250533,359.76,1,1,88710,Shein,860,3,75.85
Fashion,22/09/2021,2023-03-18 20:27:17.250535,979.64,3,1,90972,Zalando,298,3,23.28
Fashion,07/12/2020,2023-03-18 19:48:38.250536,819.94,5,0,99194,Puma,342,3,16.78
Fashion,15/05/2020,2023-03-18 18:21:37.250538,190.96,2,1,47702,C&A,651,1,17.02
Fashion,18/04/2021,2023-03-18 18:49:26.250539,946.5,1,1,79220,Bershka,239,2,58.52
Fashion,18/09/2020,2023-03-18 20:08:51.250541,770.34,2,0,48562,H&M,234,1,82.56
Fashion,08/02/2020,2023-03-18 19:58:56.250542,880.19,1,0,15309,Reebok,162,4,18.05
Fashion,16/07/2021,2023-03-18 18:27:51.250544,778.43,2,0,65581,Stradivarius,869,4,12.3
Fashion,06/02/2020,2023-03-18 17:59:26.250546,487.32,8,1,85933,Pull & Bear,511,1,110.8
Fashion,19/07/2020,2023-03-18 19:09:24.250547,57.97,10,0,96756,Fashion Nova,632,1,61.66
Fashion,31/12/2020,2023-03-18 18:57:12.250549,44.88,3,1,80736,Miss Selfridge,932,4,36.73
Fashion,18/07/2021,2023-03-18 18:56:31.250550,131.16,1,0,65538,C&A,826,1,1.16
Fashion,05/08/2021,2023-03-18 19:56:40.250552,940.24,5,0,74448,The Iconic,436,1,113.41
Fashion,01/11/2021,2023-03-18 18:11:27.250554,182.79,4,0,67518,Boohoo,919,4,91.14
Fashion,21/09/2020,2023-03-18 18:38:45.250555,156.84,4,0,17311,Mango Outlet,834,2,55.7
Fashion,20/05/2020,2023-03-18 18:20:39.250557,500.04,3,1,31218,Sportsgirl,344,1,103.03
Fashion,09/01/2021,2023-03-18 19:51:39.250559,534.53,5,0,74497,Bershka,829,1,39.8
Fashion,30/01/2021,2023-03-18 19:53:04.250560,942.7,6,0,98343,Ally Fashion,460,3,112.26
Fashion,08/08/2020,2023-03-18 18:30:33.250562,96.12,3,1,41915,AS Colour,737,5,97.37
Fashion,07/10/2021,2023-03-18 18:18:24.250563,806.2,8,0,37210,River Island,572,4,59.16
Fashion,17/08/2021,2023-03-18 19:08:01.250565,380.77,5,1,60112,Boohoo,158,1,46.22
Fashion,01/06/2021,2023-03-18 19:21:55.250567,203.57,7,1,67154,Reebok,191,4,24.52
Fashion,04/05/2020,2023-03-18 19:55:41.250568,515.77,3,0,61652,Ally Fashion,482,1,99.96
Fashion,18/08/2021,2023-03-18 17:48:27.250570,857.7,4,1,70928,Reebok,344,4,45.44
Fashion,06/07/2021,2023-03-18 17:55:25.250572,198.57,5,0,43289,Zalando,791,4,6.32
Fashion,04/09/2021,2023-03-18 20:26:59.250573,787.41,2,1,45775,AS Colour,178,3,63.59
Fashion,28/05/2020,2023-03-18 18:51:59.250575,829.22,5,1,31850,Miss Selfridge,926,5,57.96
Fashion,23/08/2020,2023-03-18 18:09:13.250576,541.67,7,0,87739,Primark,168,4,77.29
Fashion,15/04/2020,2023-03-18 19:29:14.250578,282.57,10,0,24146,PrettyLittleThing,580,3,61.2
Fashion,05/05/2021,2023-03-18 19:59:49.250580,314.74,7,0,59495,Temt,822,3,73.2
Fashion,15/03/2021,2023-03-18 19:26:22.250581,291.98,9,0,45746,Ally Fashion,954,4,72.79
Fashion,12/01/2020,2023-03-18 19:41:15.250583,668.14,3,1,50379,Supre,240,5,25.22
Fashion,16/04/2021,2023-03-18 19:36:15.250584,976.87,6,1,87710,Pull & Bear,290,1,5.2
Fashion,08/02/2020,2023-03-18 20:11:37.250586,799.33,6,1,90743,Puma,687,1,0.31
Fashion,10/04/2020,2023-03-18 18:44:50.250588,807.66,9,0,18957,Missguided,416,5,11.38
Fashion,16/06/2020,2023-03-18 18:20:23.250589,804.79,8,1,80878,Boohoo,314,5,104.26
Fashion,27/06/2021,2023-03-18 18:46:14.250591,905.64,5,1,43322,Reebok,890,3,74.73
Fashion,07/07/2020,2023-03-18 19:27:30.250593,804.79,7,0,82752,PrettyLittleThing,347,4,117.88
Fashion,04/12/2021,2023-03-18 20:10:31.250594,56.52,10,1,70581,River Island,548,2,15.79
Fashion,04/01/2022,2023-03-18 17:50:26.250597,656.56,1,1,81344,Reebok,945,2,93.89
Fashion,07/01/2022,2023-03-18 18:58:31.250598,42.02,1,1,48778,Zalando,928,1,56.26
Fashion,01/09/2020,2023-03-18 20:16:10.250600,784.66,2,0,79332,AS Colour,277,3,117.43
Fashion,30/06/2021,2023-03-18 18:06:27.250602,798.86,8,0,12208,Primark,498,2,92.52
Fashion,26/05/2020,2023-03-18 19:50:41.250603,764.69,1,0,47190,Shein,207,5,21.4
Fashion,21/10/2021,2023-03-18 18:36:24.250605,406.54,4,0,29794,AS Colour,548,4,3.34
Fashion,10/12/2021,2023-03-18 19:15:57.250606,474.87,2,0,49267,Fashion Nova,804,5,10.29
Fashion,28/09/2021,2023-03-18 18:03:00.250608,474.45,4,1,71795,Zalando,840,4,96.5
Fashion,20/02/2022,2023-03-18 18:39:12.250609,301.79,10,1,76527,New Look,965,4,87.06
Fashion,05/05/2021,2023-03-18 18:00:48.250611,11.86,4,1,20609,Miss Selfridge,824,2,78.29
Fashion,17/02/2020,2023-03-18 19:59:32.250613,76.78,6,0,75945,Oysho,803,4,62.55
Fashion,17/12/2020,2023-03-18 20:07:49.250614,622.65,2,0,28884,Zalando,636,4,67.76
Fashion,20/11/2021,2023-03-18 18:19:25.250616,449.26,4,0,75995,Oysho,741,2,45.9
Fashion,13/02/2020,2023-03-18 19:46:20.250618,373.7,9,0,74461,Zalando,854,2,3.87
Fashion,13/04/2021,2023-03-18 19:11:49.250619,908.25,6,0,97603,H&M,345,4,65.36
Fashion,08/10/2021,2023-03-18 18:10:44.250621,546.67,8,0,99989,AS Colour,872,3,38.02
Fashion,22/02/2022,2023-03-18 20:13:03.250622,507.46,4,0,80640,Supre,861,3,87.49
Fashion,28/06/2021,2023-03-18 20:15:19.250624,220.87,10,1,16243,Ally Fashion,513,4,100.03
Fashion,06/10/2021,2023-03-18 18:19:49.250625,541.38,2,1,82625,H&M,987,3,27.54
Fashion,29/05/2021,2023-03-18 20:20:42.250627,339.44,7,0,80971,Stradivarius,939,5,18.05
Fashion,21/12/2020,2023-03-18 19:32:43.250629,812.16,2,0,46506,Shein,170,1,60.75
Fashion,02/02/2021,2023-03-18 19:42:05.250630,554.41,4,1,12072,Oysho,331,1,119.96
Fashion,18/05/2021,2023-03-18 19:34:49.250632,243.21,2,0,28713,Stradivarius,636,4,34.52
Fashion,04/01/2021,2023-03-18 19:13:36.250633,131.36,10,0,63999,H&M,625,1,50.04
Fashion,09/10/2021,2023-03-18 20:02:40.250635,485.24,3,1,14253,Mango Outlet,616,1,65.63
Fashion,17/02/2020,2023-03-18 20:11:29.250636,786.29,3,0,46439,Bershka,962,5,92.53
Fashion,10/01/2021,2023-03-18 19:50:39.250638,312.54,6,0,53302,Reserved,194,2,9.15
Fashion,28/06/2020,2023-03-18 19:43:18.250640,102.27,3,0,76248,Stradivarius,577,3,50.39
Fashion,12/02/2020,2023-03-18 17:41:01.250641,860.29,7,0,17600,Boohoo,357,3,13.98
Fashion,30/03/2021,2023-03-18 19:18:31.250643,5.75,2,1,19604,AS Colour,145,1,30.95
Fashion,13/09/2021,2023-03-18 19:30:35.250644,375.08,3,0,15103,Temt,114,4,85.61
Fashion,12/09/2021,2023-03-18 19:06:05.250646,737.13,8,1,26570,Bershka,857,4,74.28
Fashion,27/12/2020,2023-03-18 18:37:42.250648,455.25,10,0,24736,Reebok,708,2,94.15
Fashion,10/12/2020,2023-03-18 18:44:12.250649,321.24,6,1,75422,Fashion Nova,125,3,36.8
Fashion,31/12/2021,2023-03-18 20:24:27.250651,484.27,5,0,57741,Puma,726,5,101.77
Fashion,27/08/2021,2023-03-18 19:29:57.250653,138.23,2,1,40214,Lefties,634,1,100.98
Fashion,06/11/2020,2023-03-18 19:57:03.250654,113.18,6,0,96442,The Iconic,326,2,82.79
Fashion,02/11/2021,2023-03-18 20:12:23.250656,424.21,2,1,81279,River Island,177,5,27.02
Fashion,27/08/2021,2023-03-18 20:11:21.250657,439.96,7,0,33532,Primark,543,5,77.6
Fashion,15/02/2021,2023-03-18 18:45:55.250659,815.5,6,1,65003,Puma,795,3,52.62
Fashion,09/02/2021,2023-03-18 19:47:49.250661,884.24,1,1,38121,Puma,205,5,32.22
Fashion,17/09/2020,2023-03-18 19:27:45.250662,665.81,7,1,38689,Miss Selfridge,145,5,100.51
Fashion,03/04/2020,2023-03-18 19:07:38.250664,313.77,1,0,31098,Oysho,587,4,45.38
Fashion,05/07/2020,2023-03-18 19:45:34.250665,965.21,8,0,19559,Pull & Bear,478,4,47.96
Fashion,13/08/2020,2023-03-18 18:53:05.250667,600.74,4,1,85402,H&M,301,4,34.61
Fashion,18/08/2020,2023-03-18 18:32:24.250669,819.33,10,0,96966,The Iconic,318,3,12.14
Fashion,13/10/2021,2023-03-18 18:56:59.250670,731.49,5,0,80942,Miss Selfridge,686,3,86.38
Fashion,08/12/2021,2023-03-18 19:31:11.250672,903.08,1,1,98960,New Look,212,4,94.82
Fashion,09/07/2021,2023-03-18 18:17:12.250673,839.29,4,0,68536,Shein,565,3,106.0
Fashion,28/09/2021,2023-03-18 18:49:45.250675,173.41,4,0,66891,New Look,880,1,109.3
Fashion,01/04/2021,2023-03-18 20:24:16.250676,790.25,1,1,36754,Ally Fashion,261,5,41.0
Fashion,08/01/2021,2023-03-18 20:05:05.250678,608.8,9,1,50003,Pull & Bear,219,1,29.92
Fashion,07/08/2020,2023-03-18 18:57:48.250679,397.27,8,1,20271,Temt,424,4,57.01
Fashion,18/05/2020,2023-03-18 20:18:13.250681,4.71,3,0,65437,River Island,499,3,62.93
Fashion,03/11/2020,2023-03-18 19:22:24.250683,152.81,10,1,67537,Bershka,172,4,103.13
Fashion,22/03/2020,2023-03-18 20:20:31.250684,131.06,5,1,22521,Temt,104,1,114.89
Fashion,17/05/2020,2023-03-18 19:18:45.250686,537.28,8,0,31640,Nasty Gal,827,5,73.28
Fashion,13/08/2021,2023-03-18 18:47:28.250688,418.34,3,1,79316,Lefties,450,3,32.66
Fashion,01/04/2021,2023-03-18 19:10:57.250689,706.52,2,0,55258,River Island,763,3,38.5
Fashion,29/08/2021,2023-03-18 18:14:40.250691,396.41,9,0,74384,New Look,369,1,45.28
Fashion,18/06/2021,2023-03-18 17:55:19.250692,949.76,8,0,41849,Supre,615,5,35.22
Fashion,10/09/2021,2023-03-18 19:46:16.250694,930.56,7,1,74186,Zalando,191,5,2.68
Fashion,21/06/2021,2023-03-18 18:04:04.250695,278.9,10,1,90510,H&M,594,5,100.86
Fashion,12/08/2020,2023-03-18 18:53:44.250697,686.02,8,0,87938,The Iconic,214,1,62.41
Fashion,01/07/2021,2023-03-18 17:56:54.250699,991.74,2,1,61845,Fashion Nova,747,1,27.29
Fashion,21/05/2020,2023-03-18 18:35:00.250700,697.97,6,1,16495,PrettyLittleThing,907,5,30.47
